	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	ETV6	FOS	FOXN2	FOXO3	GTF2B	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20A	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POGK	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF22	ZNF267	ZNF274	ZNF281	ZNF32	ZNF322	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF524	ZNF580	ZNF677	ZNF75A	ZNF780A
Proximal_tubule_bicarbonate_reclamation																									ATP1B1 CA2					CA2 MDH1		CA2 MDH1									ATP1B1 CA2 MDH1																	CA2 MDH1			ATP1B1 CA2 MDH1 PCK2									CA2 MDH1 PCK2						CA2 MDH1 PCK2			MDH1 PCK2				CA2 MDH1						ATP1B1 CA2				CA2 MDH1 PCK2		CA2 PCK2			CA2 MDH1 PCK2													ATP1B1 MDH1															
Pyrimidine_metabolism																																																											PNP TXNRD1 UPP1																					CDA CMPK2 NT5C3A PNP TYMP UPP1													CDA ENTPD1 NT5C3A POLE4 TYMP UPP1		CDA CMPK2 NT5C3A TXNRD1 TYMP				ENTPD1 TXNRD1																CDA ENTPD1											
Pyruvate_metabolism		AKR1B1 MDH1			LDHB MDH1																ACAT2 LDHB						ACAT2 AKR1B1 ALDH2 MDH1					ACAT2 ALDH2 MDH1					AKR1B1 DLD PCK2																								ACAT2 AKR1B1 ALDH2 MDH1 PCK2									ACAT2 ALDH2 MDH1 PCK2			ACAT2 DLD PCK2		ACAT2 AKR1B1 MDH1	ACAT2 AKR1B1 ALDH2 DLD LDHB MDH1 PCK2			AKR1B1 LDHB MDH1 PCK2													AKR1B1 DLD LDHB	DLD MDH1 PCK2												ACAT2 AKR1B1 LDHB MDH1															ACAT2 PCK2						
RIG-I-like_receptor_signaling_pathway																																											DDX58 DHX58 IFIH1 IRF7 ISG15 TMEM173			DDX58 DHX58 IFIH1 IRF7 ISG15	DDX58 DHX58 IFIH1 IRF7 ISG15 TMEM173	DDX58 IFIH1 IRF7 ISG15	DDX58 DHX58 IFIH1 IRF7 ISG15																											DDX58 DHX58 IFIH1 IRF7 ISG15 NFKB1 NFKBIA				DDX58 DHX58 IFIH1 IRF7 ISG15 NFKBIA			DDX58 IRF7 ISG15 NFKBIA							DDX58 DHX58 IFIH1 IRF7 ISG15 NFKBIA TMEM173	DDX58 DHX58 IFIH1 IRF7 ISG15 NFKBIA	DDX58 DHX58 IRF7 TMEM173	DDX58 DHX58 IFIH1 IRF7 ISG15 NFKBIA																								NFKBIA TMEM173				IFIH1 IRF7 ISG15 NFKBIA					
RNA_degradation																																		BTG2 HSPD1 TOB1																																																																									BTG1 BTG3																			
Regulation_of_actin_cytoskeleton																						CD14 MRAS MYL9	ACTB ACTG1 ITGB7					ACTB ACTG1 CD14 MYL12A MYL9 TMSB4X							ACTB ITGB8 MRAS TMSB4X																																																													ACTB ACTG1 MRAS																	ACTB ACTG1						ACTB ACTG1							
Renal_cell_carcinoma																																																																																																															JUN TCEB1															
Renin-angiotensin_system																																																																																	ANPEP MME																																													
Rheumatoid_arthritis					ACP5 ATP6V1D CCL2 CD86	CCL20 HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL18 IL1B JUN TLR2		CCL3L3 CD80 HLA-DMB	IL18 TNFSF13B	ACP5 CCL2 CCL3 CCL3L3 CD86 CSF1 ICAM1 IL18 IL1B TLR2											CCL3L3 ICAM1 IL18 IL1B	HLA-DQB1 HLA-DRA TLR2					ACP5 ATP6V1D CCL2 CCL20 CCL3 CCL3L3 CCL5 CD80 CD86 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1 IL18 IL1B TLR2			CCL5 HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL18 JUN		ATP6V1D FLT1 HLA-DQA1 TNFSF13B						CCL3 CCL5 HLA-DPA1 HLA-DRB1		CSF1 HLA-DMA HLA-DQB1	ATP6V1D CCL3 CD80 CSF1 FLT1 HLA-DQA1 HLA-DQB1 HLA-DRB1 IL18 IL1B TLR2 TNFSF13B	ACP5 CCL2 CCL20 CCL3 CCL3L3 HLA-DMA HLA-DMB IL1B TLR2	ACP5 ATP6V1D CCL2 CCL5 CD80 HLA-DMB ICAM1 TNFSF13B		ATP6V1D CCL3 HLA-DPA1 HLA-DRA HLA-DRB1	ACP5 CCL5 HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5 TNFSF13B	ACP5 ATP6V1D CCL2 CCL3 CCL5 CD86 HLA-DMB ICAM1 TNFSF13B	CCL5 HLA-DPB1 HLA-DRB5 TNFSF13B	ACP5 CCL3 CCL5 CD86 HLA-DMA TNFSF13B	CCL3 CCL3L3 CD86 CSF1 FLT1 FOS					CCL2 CD80 HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 ICAM1 IL18		CCL3 CCL3L3	CCL2 CCL20 CSF1 TLR2	CSF1 FLT1 HLA-DPB1	FLT1 HLA-DRB1	ATP6V1D CCL20 CCL3 CD86 CSF1 CTSK FLT1 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL18 IL1B TLR2 TNFSF13B	CCL2 HLA-DQA1 HLA-DQB1 TNFSF13B		ACP5 CCL3 HLA-DMA ICAM1	ACP5 CCL20 HLA-DMB			HLA-DPA1 IL1B		ACP5 ATP6V1D CCL3 CCL5 CD80 CD86 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 IL18 TLR2 TNFSF13B			CCL2 CCL20 CCL3 CCL3L3 CCL5 CD80 HLA-DQA1 HLA-DQB1 HLA-DRA ICAM1 TNFSF13B	ATP6V1D CCL20 CCL3 CCL3L3 CD86 CSF1 CTSK HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 IL18 IL1B TLR2	ACP5 CCL2 CCL20 CCL3 CCL3L3 CD86 FOS HLA-DPA1 HLA-DPB1 HLA-DRA IL1B JUN TLR2	ACP5 ATP6V1D CCL2 CCL20 CCL3 CCL3L3 CCL5 CD80 CD86 HLA-DMB HLA-DPB1 HLA-DQA1 ICAM1 IL18 IL1B TLR2 TNFSF13B	ATP6V1D ICAM1 TNFSF13B		ACP5 CCL2 CCL20 CCL3 CCL3L3 CD80 CD86 HLA-DRA ICAM1 IL18 IL1B JUN TNFSF13B	ACP5 ATP6V1D CCL5 CD80 FLT1 FOS HLA-DMB IL18 TNFSF13B	ATP6V1D CCL2 CCL3 CCL3L3 CD86 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1 IL1B	CCL20 CCL5 CSF1 HLA-DMB	ATP6V1D CCL5 CD80 ICAM1 IL18 TNFSF13B		HLA-DMA HLA-DMB	CCL3 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1		ATP6V1D CD86 ICAM1 TNFSF13B	CSF1 IL18 JUN	ACP5 CCL5 CD80 FLT1 FOS HLA-DQA1 ICAM1 TNFSF13B	ACP5 CCL2 CCL3 CCL5 CD80 ICAM1 TNFSF13B	ACP5 CD80 CD86 FLT1 ICAM1 IL1B TLR2	ACP5 CCL5 HLA-DMA HLA-DMB ICAM1 IL18 IL1B JUN TLR2	CCL20 CD86 HLA-DPA1 HLA-DPB1 IL1B	ACP5 CCL2 CCL5 ICAM1 IL18 TNFSF13B	CCL3 FLT1 HLA-DRA		ACP5 CCL2 CTSK IL1B TLR2	CSF1 HLA-DMB	CCL2 HLA-DMB IL18		ACP5 CCL3 CCL3L3 CSF1			ACP5 CCL20 CCL3 CCL3L3 CCL5 CD80 CD86 HLA-DMA HLA-DMB ICAM1 IL1B					HLA-DMA IL18 IL1B		ACP5 CCL20		CCL5 HLA-DMA ICAM1 TNFSF13B						CCL20 CD80 CD86 IL18 TNFSF13B			HLA-DMB IL18			
Riboflavin_metabolism					ACP5 BLVRB					ACP5 BLVRB								ACP5 BLVRB																													ACP5 BLVRB																		ACP5 BLVRB																											ACP5 BLVRB										ACP5 BLVRB			ACP5 BLVRB																					
SNARE_interactions_in_vesicular_transport																																																																																																																		STX11 VAMP5												
Salivary_secretion		CALM2 CD38 LYZ			CALM2 CALM3 CD38							ATP1B1 ATP2B1 BST1 CALM2 LYZ									CALM1 CALM3 CD38																								BST1 CALM3					ATP1B1 CALM1 LYZ	ATP1B1 ATP2B1 BST1 LYZ										ATP1B1 ATP2B1 BST1 CALM3 LYZ PRKACB							CALM3 LYZ						ATP1B1 ATP2B1 BST1 CALM1 CALM3 LYZ							BST1 CALM3 CD38 LYZ PRKACB					CALM1 CALM3																														CALM1 KCNMA1										
Shigellosis										CD44 NFKB1 NFKBIA RIPK2													ACTB ACTG1																																																									ACTB ACTG1 NFKBIA RIPK2		CD44 NFKBIA	ACTB ACTG1 CD44 NFKBIA													ACTB ACTG1																	ACTB ACTG1						ACTB ACTG1							
Small_cell_lung_cancer																																																																					BIRC3 CCND1 CYCS																																																									
Staphylococcus_aureus_infection		C1QC CFD HLA-DRA	C1QC FPR2			C3 C3AR1 CFD FPR1 FPR2 HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 PTAFR		C2 FPR2 HLA-DMB				C1QA C1QC C3AR1 C5AR1 CFD FCGR3A FPR1		C2 C3 C3AR1 FCGR1A FCGR3A FPR1 HLA-DMA								C3 HLA-DQB1 HLA-DRA			C3 C3AR1 CFD HLA-DQA1		C1QA C1QB C1QC C2 C3AR1 FCGR2A FCGR2B FCGR3A FPR1 FPR2 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1	C1QA C3 C5AR1 FCGR1A FCGR2B FCGR3A		C3AR1 C5AR1 FCGR3A FPR1 HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5		C3 CFD HLA-DQA1 PTAFR				C1QB C1QC		C1QA HLA-DPA1 HLA-DRB1		FCGR1A FCGR3A FPR1 HLA-DMA HLA-DQB1	C1QA C1QB C1QC C2 C3 C3AR1 C5AR1 CFD FCGR1A FCGR2A FCGR3A FPR1 FPR2 HLA-DQA1 HLA-DQB1 HLA-DRB1 PTAFR	C1QC C5AR1 HLA-DMA HLA-DMB	CFD FCGR2A HLA-DMB ICAM1 PTAFR		C1QA C1QB C1QC C3AR1 FCGR2B HLA-DPA1 HLA-DRA HLA-DRB1	HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5	C2 HLA-DMB ICAM1 PTAFR	C1QC C5AR1 FCGR3A HLA-DPB1 HLA-DRB5		C5AR1 FCGR2B	C1QC C3AR1 FCGR3A	FCGR1A FCGR3A FPR1			C5AR1 FCGR2A FPR2 HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 ICAM1	FCGR1A FCGR3A	C5AR1 FCGR1A	C1QB C1QC C3AR1 C5AR1 CFD FCGR2A FCGR3A FPR1	C3 C5AR1 HLA-DPB1		C1QA C1QB C1QC C2 C3 C3AR1 FCGR2A FCGR3A FPR1 FPR2 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 PTAFR	HLA-DQA1 HLA-DQB1		HLA-DMA ICAM1	C1QB FCGR2A HLA-DMB			C1QA C3AR1 HLA-DPA1		C1QA C1QB C1QC C2 C3 C3AR1 FCGR2A FCGR3A FPR1 FPR2 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 PTAFR			FPR2 HLA-DQA1 HLA-DQB1 HLA-DRA ICAM1 PTAFR	C1QA C1QB C1QC C3 C3AR1 FCGR2A FCGR2B FCGR3A FPR1 FPR2 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 PTAFR	C1QA C1QB C1QC FCGR2A FCGR2B FPR1 FPR2 HLA-DPA1 HLA-DPB1 HLA-DRA	C1QA C1QB C1QC C2 C3 C3AR1 FCGR2A FCGR2B FCGR3A FPR1 FPR2 HLA-DMB HLA-DPB1 HLA-DQA1 ICAM1 PTAFR			C3AR1 CFD FCGR3A FPR1 FPR2 HLA-DRA ICAM1 PTAFR	C3 FCGR2A HLA-DMB PTAFR	C1QA C1QB C2 C3AR1 FCGR2B HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 ICAM1				HLA-DMA HLA-DMB	C1QA C1QB HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1				C3 C5AR1 CFD FCGR2A HLA-DQA1 ICAM1 PTAFR		C3 FPR2 ICAM1 PTAFR	C1QB C3 C5AR1 FPR2 HLA-DMA HLA-DMB ICAM1	C1QA C1QB C1QC HLA-DPA1 HLA-DPB1	C1QB C2 FCGR2A FCGR3A ICAM1	FPR2 HLA-DRA		C2 C3 FCGR3A PTAFR						C1QA FPR1	C3 FCGR1A FPR2 HLA-DMA HLA-DMB ICAM1				C1QA C3 FCGR1A FPR1 PTAFR					HLA-DMA ICAM1										C1QA HLA-DPA1	C3 C3AR1	
Steroid_biosynthesis			EBP LIPA							CYP27B1 LIPA								CYP27B1 LIPA							EBP MSMO1 SQLE			EBP SQLE				EBP MSMO1 SQLE									CYP27B1 EBP MSMO1																			MSMO1 SQLE	EBP LIPA MSMO1 SQLE															EBP LIPA MSMO1				EBP MSMO1 SQLE		CYP27B1 LIPA	CYP27B1 MSMO1 SQLE										CYP27B1 LIPA												LIPA MSMO1															LIPA SQLE						
Steroid_hormone_biosynthesis		CYP1B1 SRD5A3											CYP19A1 CYP1B1																																																	CYP1B1 HSD11B1																				CYP19A1 HSD11B1																																												
Systemic_lupus_erythematosus		C1QC H2AFZ HIST1H2AC HIST1H2BC HLA-DRA				C3 HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5		C2 CD80 H3F3B HLA-DMB						C2 C3 FCGR1A FCGR3A HLA-DMA								C3 HLA-DQB1 HLA-DRA					C1QA C1QB C1QC C2 CD80 CD86 FCGR2A FCGR2B FCGR3A HIST1H2BC HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5	C1QA C3 FCGR1A FCGR2B FCGR3A		FCGR3A H2AFY H3F3B HIST1H2AC HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5					C1QB H2AFY	C1QB C1QC		C1QA HLA-DPA1 HLA-DRB1		FCGR1A FCGR3A HLA-DMA HLA-DQB1	C1QA C1QB C1QC C2 C3 CD80 FCGR1A FCGR2A FCGR3A H2AFY HIST1H2AC HLA-DQA1 HLA-DQB1 HLA-DRB1				C1QA C1QB C1QC FCGR2B HLA-DPA1 HLA-DRA HLA-DRB1	CD40 H3F3B HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5	C2 CD40 CD86 H3F3B HIST1H2AC HIST1H2BC HLA-DMB SSB	C1QC CD40 FCGR3A H3F3B HLA-DPB1 HLA-DRB5				CD40 FCGR1A FCGR3A			CD80 FCGR2A HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1						C1QA C1QB C1QC C2 C3 CD86 FCGR2A FCGR3A H2AFY H3F3B HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5				C1QB FCGR2A HLA-DMB			C1QA HLA-DPA1		C1QA C1QB C1QC C2 C3 CD40 CD80 CD86 FCGR2A FCGR3A H2AFY H3F3B HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 SSB			CD40 CD80 H2AFY HIST1H2AC HLA-DQA1 HLA-DQB1 HLA-DRA SSB	C1QA C1QB C1QC C3 CD86 FCGR2A FCGR2B FCGR3A HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5	C1QA C1QB C1QC CD86 FCGR2A FCGR2B HIST1H2AC HIST1H2BC HLA-DPA1 HLA-DPB1 HLA-DRA	C1QA C1QB C1QC C2 C3 CD40 CD80 CD86 FCGR2A FCGR2B FCGR3A H2AFY H2AFZ H3F3B HIST1H2AC HIST1H2BC HLA-DMB HLA-DPB1 HLA-DQA1 SSB			CD80 CD86 FCGR3A H2AFY H3F3B HLA-DRA	C3 CD80 FCGR2A H2AFY H2AFZ H3F3B HIST1H2AC HLA-DMB	C1QA C1QB C2 CD40 CD86 FCGR2B HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5		C2 CD40 CD80 H2AFY H2AFZ H3F3B HIST1H2AC	CD40 SSB	HLA-DMA HLA-DMB	C1QA C1QB HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1				C3 CD40 CD80 FCGR2A H3F3B HIST1H2AC HIST1H2BC HLA-DQA1 SSB		C3 CD80 CD86 H2AFY H3F3B HIST1H2BC SSB		C1QA C1QB C1QC CD86 H2AFY HLA-DPA1 HLA-DPB1	C1QB C2 FCGR2A FCGR3A SSB										C3 CD80 CD86 FCGR1A H2AFY H2AFZ H3F3B HLA-DMA HLA-DMB									CD40 H2AFZ HIST1H2BC HLA-DMA			FCGR2B H2AFY						H2AFZ HLA-DMB	C1QA HIST1H2BC HLA-DPA1		
Terpenoid_backbone_biosynthesis																																ACAT2 FDPS																												ACAT2 FDPS	ACAT2 FDPS																																												ACAT2 FDPS																					
Thyroid_cancer	CCND1 NCOA4																											CCND1 NCOA4				NCOA4 PPARG		CCND1 PPARG																											CCND1 NCOA4 PPARG																																																											NCOA4 PPARG						
Tight_junction																							ACTB ACTG1 CLDN23									ACTB ACTG1 MRAS MYL12A RRAS		ACTB ACTG1 CLDN7 MYL9	ACTB MRAS																																																		ACTB MYL12A											ACTB ACTG1 MRAS																	ACTB ACTG1						ACTB ACTG1							
Toll-like_receptor_signaling_pathway	CCL3 CCL4 CD14				CD40 CD86 STAT1					CCL3 CCL4 CD40 CD86 IL1B NFKB1 NFKBIA TLR2		CD14 CD40 CD86 FOS STAT1										CD14 TLR2					CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKBIA TLR2			CCL5 CD14 JUN NFKBIA STAT1							CCL5 CD14 IL1B TLR2	CCL3 CCL4 CCL5			CCL3 CCL4 CD14 CD80 IL1B NFKBIA SPP1 TLR2	CCL3 CCL4 CD14 IL1B SPP1 TLR2			CCL3 CD14 NFKBIA	CCL5 CD40 IRF7 STAT1	CCL3 CCL5 CD40 CD86 IRF7 STAT1	CCL5 CD40 IRF7 SPP1	CCL3 CCL5 CD40 CD86 IRF7 STAT1	CCL3 CD86 FOS											CCL3 CCL4 CD14 CD86 CTSK IL1B NFKBIA SPP1 TLR2			CCL3 CD14 CD40						CCL3 CCL5 CD14 CD40 CD80 CD86 MAP3K8 NFKB1 NFKBIA SPP1 TLR2			CCL3 CCL4 CCL5 CD40 CD80 NFKB1 NFKBIA STAT1	CCL3 CCL4 CD14 CD86 CTSK IL1B SPP1 TLR2	CCL3 CCL4 CD14 CD86 FOS IL1B IRF7 JUN NFKBIA TLR2	CCL3 CCL4 CCL5 CD14 CD40 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKBIA SPP1 TLR2			CCL3 CD80 CD86 IL1B JUN	CCL5 CD80 FOS IRF7 NFKBIA STAT1	CCL3 CCL4 CD14 CD40 CD86 IL1B	CCL4 CCL5 NFKBIA	CCL5 CD40 CD80 IRF7 NFKBIA STAT1	CCL5 CD40 NFKBIA		CCL3 CCL4				CCL4 CCL5 CD40 CD80 FOS IRF7 NFKBIA	CCL3 CCL5 CD40 CD80 IRF7 NFKBIA STAT1	CD80 CD86 IL1B IRF7 MAP3K8 STAT1 TLR2	CCL5 IL1B IRF7 JUN MAP3K8 NFKBIA TLR2	CCL4 CD14 CD86 IL1B STAT1								CCL3 CCL4 SPP1			CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1												CD14 NFKBIA TLR2			CCL4 CD80 CD86 SPP1						
Toxoplasmosis					BIRC3 CD40 IFNGR2 STAT1	BIRC3 CYCS HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IL10RA TLR2				BIRC3 CD40 IFNGR2 IL10RA NFKB1 NFKBIA TLR2		ALOX5 BIRC3 CD40 CYCS IFNGR1 STAT1		HLA-DMA HSPA8 IL10RA	BIRC3 CD40 HLA-DRA IFNGR1							HLA-DQB1 HLA-DRA HSPA8 TLR2					HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 IFNGR1 IFNGR2 NFKB1 NFKBIA TLR2			ALOX5 HLA-DPA1 HLA-DPB1 HLA-DRA HLA-DRB1 HLA-DRB5 IL10RA NFKBIA STAT1										HLA-DMA HLA-DQB1 HSPA8 IFNGR1					HLA-DPA1 HLA-DRA HLA-DRB1 IFNGR1 NFKBIA	ALOX5 CD40 HLA-DPA1 HLA-DPB1 HLA-DRB1 HLA-DRB5 STAT1			ALOX5 BIRC3 CD40 HLA-DMA IFNGR2 STAT1		ALOX5 BIRC3 CD40 HSPA1A IFNGR1 STAT1				HLA-DMA HLA-DMB HLA-DPA1 HLA-DRB1 NFKB1 NFKBIA						CYCS HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HSPA8 IFNGR1 NFKBIA TLR2	HLA-DQA1 HLA-DQB1 IFNGR2 STAT1		BIRC3 CD40 HLA-DMA		HSPA8 IFNGR1		HLA-DPA1 IFNGR1	BIRC3 CYCS IFNGR1	BIRC3 CD40 CYCS HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HSPA1A IFNGR1 IFNGR2 IL10RA NFKB1 NFKBIA TLR2			CD40 HLA-DQA1 HLA-DQB1 HLA-DRA IFNGR2 NFKB1 NFKBIA STAT1	CYCS HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1 HLA-DRB5 HSPA8 IFNGR1 IL10RA TLR2	ALOX5 HLA-DPA1 HLA-DPB1 HLA-DRA IFNGR2 NFKBIA TLR2	CD40 CYCS HLA-DMB HLA-DPB1 HLA-DQA1 HSPA1A HSPA8 IFNGR1 IFNGR2 IL10RA NFKB1 NFKBIA TLR2				ALOX5 CYCS HLA-DMB HSPA8 IFNGR2 IL10RA NFKBIA STAT1	ALOX5 CD40 HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB5 HSPA1A IFNGR2	BIRC3 HLA-DMB NFKBIA	ALOX5 BIRC3 CD40 HSPA1A IFNGR2 NFKBIA STAT1	CD40 NFKBIA	HLA-DMA HLA-DMB	HLA-DPA1 HLA-DPB1 HLA-DQA1 HLA-DRA HLA-DRB1					ALOX5 BIRC3 CD40 IL10RA NFKBIA STAT1			ALOX5 HLA-DPA1 HLA-DPB1 IFNGR1 STAT1				HSPA8 IFNGR2 IL10RA NFKB1 TLR2													CYCS HSPA8 IFNGR1			CD40 HLA-DMA IFNGR2			NFKBIA TLR2									
Tryptophan_metabolism				ACAT2 IL4I1				CYP1B1 KYNU					CYP1B1 KMO								ACAT2 IL4I1											ACAT2 ALDH2 CYP1B1 IDO1								CYP1B1 WARS	ACAT2 ALDH2 IDO1 IL4I1 WARS		IDO1 IL4I1 KYNU WARS	IDO1 WARS		IDO1 IL4I1 KYNU WARS	IDO1 IL4I1 KYNU WARS	ACAT2 IDO1	IDO1 IL4I1 KYNU WARS						KYNU MAOA						ACAT2 ALDH2 IDO1 IL4I1	CYP1B1 KYNU								ACAT2 ALDH2 CYP1B1 IDO1 IL4I1 KYNU			ACAT2 IL4I1 KYNU			ACAT2 ALDH2 IDO1 IL4I1 KYNU					ALDH2 IL4I1 KYNU									IDO1 IL4I1 KYNU WARS	IDO1 IL4I1 KYNU WARS				ACAT2 IL4I1 WARS														ALDH2 CYP1B1					KYNU WARS						ACAT2 IL4I1 KYNU						
